gender,sr_cit,tenure,phone_y_n,internet_type,mon_chg,churn
Male,0,66,1,DSL,63.3,0
Male,0,35,1,Fiber optic,83.15,0
Male,0,29,1,Fiber optic,84.9,0
Female,0,2,1,No,20.55,0
Male,0,4,1,DSL,49.25,0
Female,0,25,1,Fiber optic,79.85,1
Female,0,65,1,DSL,59.6,0
Male,1,27,1,Fiber optic,104.65,0
Male,0,29,1,Fiber optic,75.3,0
Male,0,29,1,DSL,80.1,0
Male,0,1,1,No,19.55,1
Female,0,20,1,Fiber optic,81,0
Female,0,58,1,No,24.7,0
Female,0,14,1,Fiber optic,86,0
Male,0,72,1,No,25.4,0
Male,0,46,1,Fiber optic,89.15,0
Female,0,71,0,DSL,58.25,0
Male,0,32,1,Fiber optic,85.65,0
Female,0,26,0,DSL,50.35,0
Male,1,68,1,Fiber optic,80.35,0
Male,0,2,1,No,20.2,0
Male,0,61,1,No,20.55,0
Female,0,4,1,Fiber optic,85.95,1
Male,0,3,1,DSL,45.35,1
Male,1,33,1,Fiber optic,94.5,1
Male,1,9,1,No,21.25,0
Female,0,22,1,No,26.25,0
Female,0,5,1,Fiber optic,80.85,0
Female,1,30,1,Fiber optic,91.7,1
Male,0,65,1,DSL,74.2,0
Female,0,45,1,Fiber optic,87.25,1
Male,0,5,1,No,20.35,0
Male,0,25,1,Fiber optic,75.5,0
Female,0,72,1,Fiber optic,79.05,0
Female,0,27,1,Fiber optic,90.15,0
Male,0,32,0,DSL,50.6,0
Female,0,30,1,Fiber optic,110.45,0
Male,0,70,1,Fiber optic,101,0
Male,1,42,1,Fiber optic,79.35,0
Female,1,72,1,DSL,89.85,0
Female,0,47,1,DSL,65,0
Female,0,2,1,Fiber optic,80.45,0
Male,0,10,1,Fiber optic,98.55,1
Female,0,61,1,No,24.1,0
Female,0,5,1,DSL,44.05,0
Female,1,72,1,Fiber optic,110.8,0
Male,1,72,1,Fiber optic,114.95,0
Female,1,3,1,Fiber optic,75.05,0
Male,0,48,1,No,19.25,0
Female,0,63,1,Fiber optic,90.05,0
Female,0,27,1,DSL,56.7,0
Male,0,70,1,DSL,80.15,0
Male,0,7,1,DSL,71.35,0
Male,0,0,1,No,20.25,0
Female,0,2,1,Fiber optic,90.35,0
Male,1,20,1,Fiber optic,98.55,1
Male,0,66,1,No,19.7,0
Female,0,3,1,No,19.85,0
Female,0,15,1,Fiber optic,85.9,1
Female,0,72,1,Fiber optic,90.35,0
Male,0,1,1,No,20.8,0
Female,0,22,1,Fiber optic,89.25,1
Male,0,3,1,Fiber optic,70.3,1
Female,0,72,1,DSL,66.85,0
Male,0,65,1,No,19.9,0
Female,0,11,0,DSL,35.8,0
Male,0,22,1,Fiber optic,78.85,0
Male,0,14,1,No,20.4,0
Male,0,41,1,Fiber optic,74.25,0
Male,0,17,1,DSL,64.8,0
Male,0,11,1,No,20.45,0
Male,0,15,1,Fiber optic,93.35,1
Female,0,1,1,No,19.9,1
Female,0,5,1,Fiber optic,88.9,1
Male,0,33,1,Fiber optic,95.8,1
Female,0,72,1,Fiber optic,110.65,0
Female,0,3,0,DSL,40.3,0
Male,0,2,1,Fiber optic,82,1
Female,0,59,1,Fiber optic,107,0
Male,0,2,1,DSL,45.35,1
Male,0,71,1,DSL,73.35,0
Female,0,5,1,DSL,44.8,0
Male,0,27,1,DSL,54.75,0
Female,0,1,1,DSL,52.2,1
Male,0,63,0,DSL,40.6,0
Female,1,46,1,Fiber optic,110,1
Male,0,72,1,DSL,55.3,0
Female,0,34,1,DSL,60.85,0
Female,0,24,1,DSL,78.4,0
Male,0,72,1,DSL,69.65,0
Female,0,60,0,DSL,59.85,0
Male,0,68,1,DSL,76.9,0
Female,0,8,1,No,19.85,0
Female,0,34,1,DSL,67.65,0
Female,0,6,0,DSL,45,0
Male,0,2,1,DSL,64.2,0
Male,0,31,1,Fiber optic,81.7,0
Female,0,20,1,No,25.55,0
Female,0,1,1,No,20,0
Male,0,62,1,Fiber optic,96.75,1
Female,1,70,1,Fiber optic,75.65,0
Female,0,10,1,Fiber optic,98.5,1
Male,0,39,1,No,23.8,0
Female,0,46,1,DSL,64.2,0
Male,0,6,1,Fiber optic,85.35,1
Female,0,72,1,DSL,76.8,0
Male,0,18,1,DSL,55.2,0
Male,0,71,1,Fiber optic,108.55,0
Male,0,40,1,Fiber optic,101.3,1
Male,0,1,1,Fiber optic,69.55,1
Male,0,58,1,Fiber optic,103.25,1
Male,0,70,1,Fiber optic,104,1
Female,0,42,1,No,25.25,0
Male,0,34,0,DSL,30.4,0
Male,1,5,1,No,20.05,0
Female,0,25,1,Fiber optic,84.6,0
Female,0,2,1,Fiber optic,86.2,1
Female,0,55,1,Fiber optic,103.7,0
Male,0,21,1,Fiber optic,111.2,1
Male,0,70,1,Fiber optic,88,0
Female,0,61,1,Fiber optic,106.35,0
Male,0,43,1,DSL,79.15,0
Male,0,47,1,Fiber optic,103.1,0
Male,0,5,1,DSL,63.95,0
Female,0,62,1,No,25.8,0
Female,0,16,1,Fiber optic,89.45,1
Male,1,7,1,Fiber optic,95.6,1
Female,0,14,1,No,25.55,0
Male,0,60,1,Fiber optic,90.95,1
Male,0,34,0,DSL,44.85,0
Female,0,50,1,Fiber optic,108.55,1
Male,0,38,1,No,25.05,0
Female,0,70,1,DSL,74.1,0
Female,0,37,1,Fiber optic,88.8,0
Female,1,4,1,Fiber optic,78.85,1
Male,1,60,1,Fiber optic,93.25,0
Male,0,62,1,DSL,71.4,0
Male,0,1,1,DSL,44.4,1
Male,0,36,1,DSL,79.2,0
Male,0,44,1,No,20.4,0
Female,1,55,1,Fiber optic,100,1
Female,0,72,1,Fiber optic,105,0
Female,0,12,1,No,19.8,1
Female,0,13,0,DSL,30.85,0
Male,0,1,1,Fiber optic,89.9,1
Female,0,15,1,No,20.55,0
Female,0,65,1,DSL,84.85,0
Female,0,12,0,DSL,33.15,0
Male,0,72,1,DSL,92,0
Female,0,72,1,DSL,89.8,0
Female,0,72,1,Fiber optic,115.8,0
Male,0,52,1,DSL,85.15,0
Male,0,2,1,No,24.85,0
Female,0,5,1,DSL,64.35,0
Female,0,68,1,No,20.5,0
Female,0,62,1,Fiber optic,100.15,1
Male,0,72,1,DSL,86.05,0
Male,0,1,1,DSL,50.8,1
Female,0,66,1,Fiber optic,89,0
Male,0,72,0,DSL,64.8,0
Male,0,26,1,No,19.8,0
Male,0,64,1,Fiber optic,93.4,0
Male,1,20,1,Fiber optic,73.65,1
Female,0,3,1,Fiber optic,95.1,1
Male,0,22,1,Fiber optic,94.65,1
Male,0,4,1,Fiber optic,80.6,1
Male,0,62,0,DSL,39,0
Female,0,5,1,No,20.5,0
Male,0,59,1,Fiber optic,85.55,1
Male,0,3,1,No,26.4,0
Female,0,72,1,Fiber optic,98.2,0
Male,0,57,1,Fiber optic,97.55,0
Male,0,66,1,No,19.95,0
Female,0,60,0,DSL,50.8,1
Male,0,45,1,Fiber optic,99.7,0
Female,0,3,0,DSL,34.8,0
Female,0,15,1,Fiber optic,105.1,1
Female,0,51,0,DSL,60.15,0
Female,0,60,1,DSL,64.75,0
Male,0,33,1,DSL,54.65,0
Male,0,10,1,Fiber optic,110.1,1
Male,1,26,1,No,19.3,0
Female,0,6,1,Fiber optic,83.9,1
Female,0,67,1,Fiber optic,111.25,0
Female,0,49,0,DSL,35.8,0
Male,0,1,1,No,20.05,0
Female,1,7,1,Fiber optic,84.35,0
Female,1,27,1,Fiber optic,110.5,0
Male,0,37,1,Fiber optic,91.2,0
Female,0,63,1,Fiber optic,100.55,1
Male,0,31,1,Fiber optic,89.3,0
Male,0,50,1,Fiber optic,103.85,1
Male,1,32,1,Fiber optic,81.1,0
Female,0,1,0,DSL,24.6,1
Female,0,63,1,Fiber optic,81.2,0
Male,0,30,1,Fiber optic,94.3,0
Male,0,71,1,Fiber optic,116.1,0
Female,0,53,1,Fiber optic,105.55,0
Female,0,12,1,Fiber optic,98.9,1
Male,0,50,1,Fiber optic,94.4,0
Female,0,2,1,No,19.5,0
Female,0,9,1,Fiber optic,98.3,1
Male,0,17,1,Fiber optic,93.85,1
Female,0,56,1,Fiber optic,105.6,0
Male,0,67,1,DSL,81.35,0
Male,1,9,1,Fiber optic,100.5,1
Male,0,4,1,DSL,56.4,0
Male,0,19,1,DSL,65.35,0
Female,0,8,1,No,19.95,0
Female,0,71,1,Fiber optic,111.25,0
Male,1,10,1,Fiber optic,72.85,1
Female,1,15,1,Fiber optic,89,0
Male,0,72,1,Fiber optic,106.1,0
Male,0,12,1,No,20.05,0
Male,0,72,1,No,25.2,0
Male,1,1,1,Fiber optic,73.55,1
Female,1,23,1,Fiber optic,75.4,0
Male,0,72,0,DSL,65.55,0
Female,0,26,1,Fiber optic,80.7,0
Female,0,21,1,Fiber optic,104.55,0
Male,0,60,1,No,24.15,0
Male,0,12,1,No,20.45,0
Male,0,16,1,Fiber optic,75.4,0
Female,0,63,1,DSL,79.7,0
Female,1,22,1,Fiber optic,81.7,0
Female,0,32,1,DSL,76.3,0
Female,1,3,1,Fiber optic,79.4,1
Female,0,13,1,Fiber optic,81.15,1
Female,0,68,1,Fiber optic,103.75,0
Female,0,30,1,Fiber optic,86.45,0
Female,0,16,1,Fiber optic,75.1,0
Male,0,33,1,Fiber optic,80.6,0
Male,0,72,1,No,19.3,0
Female,1,4,1,Fiber optic,84.6,1
Female,0,12,0,DSL,33.6,0
Female,1,4,1,Fiber optic,83.25,0
Female,0,0,1,DSL,80.85,0
Female,0,6,1,Fiber optic,79.05,1
Female,0,65,1,Fiber optic,108.05,0
Female,0,15,1,No,19.9,0
Female,0,24,1,No,21.05,0
Female,0,13,0,DSL,30.15,0
Male,0,24,1,Fiber optic,79.85,0
Female,0,72,0,DSL,65.5,0
Female,0,54,1,Fiber optic,104.1,0
Female,0,3,1,Fiber optic,74.4,1
Male,0,4,1,No,20.5,0
Female,1,32,1,Fiber optic,91.35,0
Male,1,35,1,Fiber optic,99.05,1
Male,0,35,1,No,20.5,0
Male,1,2,1,DSL,44.95,1
Female,0,8,1,Fiber optic,75.6,0
Male,0,22,1,DSL,55.1,0
Female,0,15,1,DSL,58.95,0
Male,0,22,1,Fiber optic,95.1,0
Male,0,1,1,DSL,44.7,1
Female,0,71,1,No,25.45,0
Male,0,4,1,DSL,56.75,0
Male,0,25,1,DSL,81.75,0
Female,0,32,1,Fiber optic,86.1,0
Male,1,7,0,DSL,29.8,0
Male,0,17,1,No,20.5,0
Male,1,8,1,DSL,60.9,0
Female,1,56,1,DSL,73.25,0
Male,0,1,1,DSL,45.7,1
Male,1,8,1,Fiber optic,100.3,1
Male,0,7,1,No,19.25,1
Male,0,3,1,No,20.85,0
Female,0,71,1,DSL,77.35,0
Female,0,2,1,Fiber optic,96,1
Female,0,1,1,Fiber optic,90.55,1
Male,0,49,1,Fiber optic,93.85,0
Male,0,58,1,DSL,70.1,0
Male,1,44,0,DSL,30.35,1
Female,0,59,1,DSL,75.95,0
Male,0,71,1,Fiber optic,108.05,1
Male,0,1,1,Fiber optic,69.9,1
Female,0,11,1,Fiber optic,75.25,0
Male,1,62,1,Fiber optic,103.75,1
Female,0,35,1,DSL,54.95,0
Female,0,20,1,No,19.5,0
Male,0,40,1,No,19.6,0
Female,0,39,1,DSL,47.85,0
Male,0,1,1,Fiber optic,86.6,1
Female,0,72,1,No,23.75,0
Female,1,33,1,Fiber optic,80.6,1
Female,0,12,1,DSL,43.8,0
Male,0,1,1,No,19.75,0
Male,0,27,1,No,19.15,0
Male,0,34,1,No,19.6,0
Female,0,56,1,Fiber optic,80.3,0
Female,0,58,1,No,24.35,0
Female,0,22,1,No,25.25,0
Female,0,10,1,No,26.1,0
Male,0,13,1,No,20,0
Female,0,35,1,Fiber optic,85.3,1
Female,0,34,1,Fiber optic,70,1
Female,1,4,1,Fiber optic,94.3,1
Male,0,72,1,No,20.7,0
Male,0,2,1,DSL,70.3,0
Female,0,7,1,Fiber optic,95.35,1
Male,1,27,1,Fiber optic,75.5,1
Male,0,4,1,Fiber optic,69.55,0
Female,0,37,1,No,19.85,0
Male,0,21,1,No,20,0
Female,1,53,1,Fiber optic,95.85,0
Female,0,18,1,Fiber optic,90.1,1
Female,0,2,1,Fiber optic,68.95,1
Male,0,32,1,Fiber optic,99.55,1
Male,1,23,1,No,20.75,0
Male,0,3,1,DSL,50.15,0
Female,0,71,0,DSL,58.65,0
Male,0,9,1,Fiber optic,95.9,0
Female,0,1,1,DSL,49.5,0
Male,0,18,1,DSL,57.45,1
Male,0,12,1,DSL,53.65,1
Male,0,71,1,DSL,80.1,0
Female,0,64,1,No,24.4,0
Male,0,4,0,DSL,40.05,0
Female,0,23,1,No,19.5,0
Female,0,39,1,DSL,51.05,0
Male,0,28,1,DSL,54.35,0
Female,1,5,1,Fiber optic,84.7,0
Female,1,45,1,Fiber optic,86.1,0
Male,0,37,1,Fiber optic,70.35,0
Female,1,60,1,Fiber optic,110,0
Male,1,8,1,Fiber optic,100.6,1
Female,0,47,1,Fiber optic,94.9,0
Male,0,26,1,Fiber optic,83.75,1
Female,1,3,1,Fiber optic,88.3,1
Female,0,50,1,Fiber optic,69.75,0
Male,0,27,1,DSL,71.6,0
Female,1,8,1,Fiber optic,92.1,1
Female,0,62,1,No,23.65,0
Female,0,71,1,DSL,81.85,0
Male,0,66,1,No,25.1,0
Male,0,68,1,Fiber optic,114.7,0
Female,0,13,0,DSL,49.15,0
Male,0,56,1,Fiber optic,80.9,0
Male,0,38,1,Fiber optic,79.45,1
Male,1,14,1,Fiber optic,90.45,1
Female,0,16,1,No,19.3,0
Female,0,14,1,Fiber optic,70.2,0
Male,0,32,1,Fiber optic,69.75,1
Female,0,8,1,DSL,54.25,0
Female,0,43,1,Fiber optic,99.3,0
Female,0,52,1,DSL,74,0
Male,0,3,1,DSL,50.25,0
Male,0,29,1,No,19.8,0
Female,0,1,1,No,19.65,1
Male,1,12,0,DSL,43.65,1
Female,0,16,0,DSL,35.5,0
Female,0,40,1,DSL,80.75,0
Female,0,5,0,DSL,39.5,1
Male,0,40,1,Fiber optic,97.1,1
Female,0,36,1,No,19.55,0
Female,0,5,1,Fiber optic,80,1
Female,0,10,1,Fiber optic,84.7,1
Male,0,2,1,Fiber optic,89.55,1
Male,0,23,1,Fiber optic,90.6,1
Male,0,26,1,No,20.05,0
Female,1,72,1,Fiber optic,112.4,0
Female,0,34,1,DSL,50.2,0
Male,0,10,1,DSL,62.25,0
Female,0,14,1,DSL,55.7,0
Female,0,23,1,Fiber optic,90.05,1
Male,0,47,1,No,19.65,0
Male,0,24,1,Fiber optic,89.25,0
Male,0,49,1,Fiber optic,99.05,1
Male,1,20,1,DSL,54,0
Female,0,2,1,Fiber optic,69.75,1
Female,0,2,1,DSL,49.05,1
Male,0,22,0,DSL,56.75,0
Male,0,7,1,Fiber optic,98.05,1
Male,0,1,1,No,21.1,0
Female,0,59,1,Fiber optic,96.65,0
Female,0,58,1,No,24.5,0
Female,0,41,1,Fiber optic,114.5,1
Female,1,59,1,Fiber optic,79.2,0
Female,0,3,1,Fiber optic,69.55,0
Male,0,32,1,No,20.05,0
Male,1,46,1,Fiber optic,98.85,0
Male,0,0,1,No,25.75,0
Male,0,2,1,Fiber optic,80.95,1
Female,0,52,1,No,19.6,0
Female,1,13,1,Fiber optic,74.3,1
Female,1,11,1,Fiber optic,89.7,1
Male,0,32,1,Fiber optic,87.65,0
Male,1,17,1,Fiber optic,100.45,1
Female,0,16,1,Fiber optic,74.75,0
Female,0,51,1,Fiber optic,107.45,0
Male,0,29,1,DSL,75.35,0
Male,0,70,1,DSL,64.95,0
Female,0,71,1,Fiber optic,100.45,0
Male,0,41,1,DSL,68.5,0
Male,0,1,1,Fiber optic,80.55,0
Female,0,7,1,DSL,81.25,0
Male,0,25,1,Fiber optic,90.4,1
Male,0,67,1,Fiber optic,89.55,0
Male,0,5,1,DSL,55.7,0
Male,0,15,1,No,24.8,0
Female,0,20,1,No,20,0
Male,0,3,1,DSL,56.15,1
Male,0,54,1,Fiber optic,105.2,0
Male,0,42,1,No,19.55,0
Female,0,9,1,Fiber optic,79.75,0
Female,0,63,1,Fiber optic,97.45,0
Female,0,69,1,No,24.25,0
Female,0,69,1,No,24.6,0
Male,0,40,1,DSL,50.15,0
Male,0,60,0,DSL,39.6,0
Female,0,4,1,Fiber optic,94.4,1
Female,1,71,1,DSL,89.85,0
Female,0,37,1,Fiber optic,78.95,1
Male,0,32,1,Fiber optic,98.85,0
Male,0,39,1,DSL,53.85,0
Female,0,38,1,No,24.25,0
Male,0,52,1,Fiber optic,89.45,0
Female,0,48,1,Fiber optic,105.25,0
Male,0,70,0,DSL,59.5,0
Male,0,20,1,Fiber optic,70.55,0
Female,0,50,1,DSL,82.5,0
Female,0,19,0,DSL,44.85,1
Male,0,25,1,DSL,61.6,0
Male,0,12,1,DSL,49.05,0
Male,1,39,1,Fiber optic,105.65,1
Male,0,7,1,Fiber optic,74.65,1
Female,0,23,1,DSL,66.25,0
Male,0,27,1,No,19.4,0
Male,1,47,1,Fiber optic,86.05,0
Male,0,26,1,No,19.15,0
Female,0,14,1,DSL,64.7,1
Female,1,11,1,Fiber optic,104.05,1
Male,0,2,1,No,19.25,0
Female,0,26,1,Fiber optic,81.95,0
Female,1,72,1,Fiber optic,114.65,0
Female,0,63,1,No,20,0
Male,0,71,1,No,19.8,0
Male,0,11,1,DSL,65.15,0
Male,1,14,1,No,19.65,0
Female,0,13,1,DSL,88.95,0
Male,0,6,1,No,20.2,0
Male,1,11,1,Fiber optic,75.2,0
Male,0,18,1,DSL,56.8,0
Male,0,1,0,DSL,35.55,1
Female,0,32,1,Fiber optic,75.5,0
Male,0,29,0,DSL,35.6,0
Female,0,3,1,DSL,60.25,0
Female,0,2,1,Fiber optic,95.15,1
Male,0,13,1,Fiber optic,96.65,1
Female,0,41,0,DSL,40.35,0
Female,0,1,1,No,18.85,0
Male,0,7,1,DSL,54.85,0
Female,0,52,1,DSL,64.3,0
Female,0,45,1,No,24.65,0
Male,0,70,1,DSL,76.1,0
Female,0,53,1,No,18.7,0
Female,1,62,1,Fiber optic,97.95,0
Female,0,60,1,Fiber optic,94.1,0
Female,1,3,1,Fiber optic,80.4,1
Female,1,23,1,Fiber optic,95.1,0
Male,0,1,0,DSL,31.35,1
Female,0,67,1,DSL,72.35,0
Female,0,12,1,Fiber optic,89.75,1
Female,1,71,1,DSL,82.7,0
Male,0,25,1,No,19.9,0
Female,0,5,1,DSL,53.8,0
Male,0,26,1,DSL,51.55,0
Male,0,1,1,No,19.65,0
Male,1,70,0,DSL,44.05,0
Male,0,72,1,Fiber optic,114,0
Male,0,60,1,Fiber optic,94.4,1
Female,1,32,1,Fiber optic,100.4,0
Male,0,1,1,No,19.85,1
Female,0,14,1,DSL,54.25,0
Female,0,13,1,Fiber optic,80,0
Female,0,6,1,Fiber optic,109.9,1
Female,0,46,1,DSL,79.2,0
Male,0,15,1,Fiber optic,101.35,1
Male,1,43,1,Fiber optic,94.3,0
Male,0,39,1,DSL,49.8,0
Male,1,21,1,DSL,60.05,1
Male,0,57,0,DSL,53.75,0
Female,0,53,1,Fiber optic,93.45,0
Male,0,18,1,Fiber optic,87.9,0
Female,0,1,1,DSL,60.15,1
Female,0,58,1,DSL,61.05,0
Female,1,71,1,Fiber optic,104.05,0
Female,0,35,1,Fiber optic,99.25,0
Male,0,3,1,Fiber optic,85.7,0
Male,0,38,1,Fiber optic,104.85,0
Male,0,35,1,DSL,69.15,0
Male,0,7,1,Fiber optic,90.45,1
Female,0,47,1,DSL,74.45,0
Female,0,14,1,DSL,50.45,0
Female,1,20,1,DSL,60,0
Male,0,66,1,DSL,85.25,0
Male,0,15,1,No,19.45,0
Female,0,42,1,No,20.75,0
Female,0,17,1,Fiber optic,78.9,0
Male,0,37,1,Fiber optic,104.5,0
Female,0,12,1,DSL,49.4,0
Male,0,53,1,Fiber optic,94.25,1
Female,0,60,1,No,25,0
Male,0,18,0,DSL,25.55,0
Male,0,1,1,Fiber optic,74.9,1
Female,0,3,1,Fiber optic,70.15,0
Female,0,9,1,DSL,69.4,0
Female,0,1,1,Fiber optic,80.25,1
Male,0,56,1,Fiber optic,93.15,0
Male,0,17,1,Fiber optic,69,1
Female,0,11,1,DSL,66.35,1
Male,0,7,1,Fiber optic,69.55,0
Female,0,69,1,No,20.2,0
Male,0,19,1,Fiber optic,86,1
Female,0,3,1,Fiber optic,80.3,1
Male,0,54,1,No,20.4,0
Male,0,62,1,No,23.75,0
Male,0,24,1,Fiber optic,90.55,1
Female,0,62,1,DSL,70.45,0
Male,0,17,1,DSL,65.75,0
Male,0,9,0,DSL,24.6,0
Male,0,64,1,DSL,69.25,0
Female,0,2,1,Fiber optic,75.9,1
Male,0,1,1,DSL,45.85,1
Female,0,16,0,DSL,49.95,1
Female,0,72,1,No,24.65,0
Male,0,30,1,Fiber optic,90.4,0
Female,0,49,1,Fiber optic,100.85,0
Male,0,61,1,DSL,75.35,0
Male,0,47,1,Fiber optic,87.2,0
Male,0,20,1,DSL,64.4,0
Male,0,34,1,Fiber optic,78.3,1
Female,0,70,1,No,24.7,0
Male,0,54,1,Fiber optic,105.85,0
Male,1,61,1,Fiber optic,98.3,0
Male,0,3,1,Fiber optic,76.95,1
Male,0,13,1,No,19.45,0
Female,1,16,1,Fiber optic,96.15,1
Female,0,3,1,DSL,58.7,0
Male,0,25,1,No,20.15,0
Male,0,30,1,DSL,64.5,0
Female,0,21,0,DSL,28.5,0
Male,0,1,1,DSL,45.3,1
Female,0,15,1,No,19.4,1
Male,1,23,1,Fiber optic,90.45,0
Female,0,45,1,Fiber optic,105.15,0
Female,0,24,1,Fiber optic,83.15,0
Female,0,11,1,Fiber optic,90.15,1
Male,0,1,1,DSL,45.05,1
Female,0,56,1,Fiber optic,103.2,0
Female,0,1,1,Fiber optic,75.8,1
Male,0,1,1,No,19.45,0
Female,0,7,1,Fiber optic,79.3,1
Female,1,55,1,Fiber optic,88.8,0
Female,0,2,0,DSL,30.9,1
Female,0,72,1,DSL,85.9,0
Female,1,45,0,DSL,34.2,0
Female,0,47,1,No,20.15,0
Female,1,46,1,Fiber optic,95.25,1
Male,0,2,1,DSL,50.3,0
Female,0,2,1,Fiber optic,80.15,0
Female,0,12,1,DSL,51.25,0
Female,1,68,1,Fiber optic,89.6,1
Male,0,69,1,Fiber optic,95.2,0
Male,1,56,1,Fiber optic,94.8,0
Female,1,4,1,Fiber optic,80.25,0
Male,0,64,1,DSL,76.1,0
Male,0,59,1,Fiber optic,110.15,1
Male,0,62,1,Fiber optic,115.55,0
Male,0,63,1,No,24.65,0
Female,0,53,0,DSL,53.6,0
Male,0,5,1,No,19.45,0
Male,1,49,1,Fiber optic,88.2,0
Female,0,62,1,Fiber optic,101.15,0
Female,0,55,1,DSL,56.8,0
Female,1,71,1,Fiber optic,99.4,0
Female,0,72,1,No,20.1,0
Male,0,36,0,DSL,60.7,0
Male,0,25,1,No,20.95,0
Female,1,72,1,Fiber optic,114.85,0
Female,0,36,1,No,19.25,0
Male,0,1,1,DSL,62.8,0
Female,0,72,1,Fiber optic,105.5,0
Male,0,59,1,No,19.85,0
Male,1,7,1,Fiber optic,89.5,1
Female,0,1,1,DSL,74.1,0
Female,0,30,1,Fiber optic,107.5,0
Male,0,64,1,No,19.55,0
Male,0,63,1,DSL,68.8,0
Male,1,72,1,DSL,84.45,0
Male,0,8,1,Fiber optic,75,1
Female,0,62,1,DSL,84.5,0
Male,0,67,1,Fiber optic,111.2,0
Male,0,6,1,DSL,44.75,1
Female,0,70,1,DSL,80.6,0
Female,1,20,1,Fiber optic,80.7,0
Female,0,5,1,Fiber optic,75.6,0
Female,0,24,0,DSL,57.6,0
Female,0,11,1,DSL,44.05,1
Male,0,72,1,Fiber optic,110.6,0
Female,0,66,1,DSL,58.2,0
Female,0,45,1,DSL,81,0
Female,0,69,1,No,19.7,0
Male,1,15,1,Fiber optic,85.6,1
Female,0,28,1,DSL,59.55,0
Female,0,70,1,Fiber optic,115.55,1
Female,0,36,1,DSL,75.55,0
Male,1,16,1,Fiber optic,86.6,1
Female,0,18,1,Fiber optic,85.2,1
Female,0,34,1,Fiber optic,97.65,1
Male,0,42,0,DSL,45.1,0
Male,0,48,1,DSL,70.95,0
Male,0,47,1,Fiber optic,109.55,1
Female,0,39,1,Fiber optic,89.55,1
Female,0,11,1,No,20.9,0
Male,0,7,1,No,19.95,0
Female,0,3,1,No,24.6,0
Male,0,8,1,DSL,66.7,0
Male,0,1,1,No,19.45,1
Male,0,32,1,Fiber optic,94.8,0
Male,0,60,1,DSL,65.85,0
Female,0,10,1,No,19.95,0
Female,0,71,1,No,24.65,0
Female,0,4,1,No,20.35,1
Female,1,1,1,Fiber optic,69.25,1
Female,0,43,0,DSL,51.25,0
Male,0,59,1,Fiber optic,99.5,1
Female,0,23,1,DSL,54.25,0
Female,0,72,1,No,19.4,0
Male,0,22,1,DSL,56.25,0
Female,0,1,0,DSL,25.15,0
Male,0,69,1,No,23.95,0
Male,0,50,0,DSL,35.4,0
Female,1,1,0,DSL,25.2,1
Male,0,2,1,DSL,45,1
Female,0,15,1,Fiber optic,75.35,0
Male,0,31,1,No,20.4,0
Male,0,1,1,No,20.15,1
Male,0,66,1,Fiber optic,105,1
Female,0,0,0,DSL,56.05,0
Male,0,3,1,DSL,54.7,1
Female,0,8,1,No,20,0
Male,0,64,1,DSL,73.05,0
Female,0,28,1,No,20.5,0
Female,0,57,1,Fiber optic,100.75,0
Female,0,14,1,Fiber optic,87.25,1
Male,0,19,1,No,19.95,0
Male,0,10,1,Fiber optic,79.95,1
Female,0,51,0,DSL,49.65,0
Female,0,67,1,DSL,65.65,0
Male,0,11,1,No,20.45,0
Male,0,72,0,DSL,60.95,0
Male,0,66,1,No,20.35,0
Female,0,18,1,Fiber optic,88.35,1
Female,0,9,1,No,19.5,0
Female,0,9,1,Fiber optic,75.2,0
Male,0,48,1,Fiber optic,111.45,0
Male,0,10,1,Fiber optic,70.15,0
Female,0,9,1,Fiber optic,94.75,1
Female,1,13,1,Fiber optic,95.05,1
Male,0,4,1,Fiber optic,78.45,1
Male,0,4,1,Fiber optic,70.2,1
Female,0,72,1,DSL,92,0
Female,0,51,1,DSL,85.5,0
Male,0,59,0,DSL,41.05,1
Male,0,10,1,Fiber optic,85.6,1
Male,1,61,1,Fiber optic,82.15,0
Male,0,54,1,Fiber optic,84.4,0
Female,0,33,1,DSL,60.9,0
Female,0,27,1,No,20.25,0
Female,1,1,1,Fiber optic,79.2,1
Male,0,23,1,Fiber optic,95.3,0
Male,0,1,1,No,19.85,0
Male,0,45,1,DSL,84.35,0
Female,0,39,1,No,19.85,0
Male,0,5,1,DSL,70,1
Male,0,72,1,DSL,82.3,0
Female,0,58,1,DSL,66.8,0
Female,0,70,0,DSL,44.6,0
Male,0,61,1,Fiber optic,98.45,0
Male,0,2,1,Fiber optic,70.7,0
Female,0,46,1,No,24.95,0
Female,0,1,1,DSL,49.95,1
Female,0,22,1,Fiber optic,69.25,1
Female,0,48,1,Fiber optic,102.5,0
Male,0,64,1,DSL,86.55,0
Male,0,72,1,No,24.3,0
Female,0,12,1,DSL,58.35,0
Female,1,34,1,Fiber optic,94.25,1
Female,0,72,1,DSL,68.75,0
Male,0,29,1,Fiber optic,85.8,0
Male,0,33,1,No,20.1,0
Female,0,1,1,No,20.35,0
Female,0,62,1,Fiber optic,110.8,0
Male,0,41,1,DSL,73,1
Female,0,64,1,Fiber optic,100.05,1
Female,0,4,1,Fiber optic,82.85,0
Female,0,24,1,Fiber optic,84.35,0
Female,0,14,1,No,19.55,0
Male,0,3,1,No,19.95,0
Female,1,4,1,Fiber optic,99.8,1
Female,0,18,0,DSL,35,1
Male,0,8,1,DSL,66.25,0
